$LPR file,,,,,,,,,,,
,,,,,,,,,,,
29,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
30,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
31,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
32,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
33,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
34,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
35,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
36,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
38,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
39,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
40,0.04,0.035,0.035,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
41,0.05,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,
LDOM,KT:37,38,39,40,41,42,43,44,45,46,
Segment:2,0.015,0.015,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
3,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
4,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
5,0.015,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
18,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
20,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
38,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
40,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
